Local Context,Question,Answer,Perturbation?,Perturbation Target,Perturbation Category,Perturbation Effect
"Alice: are all the beans in the patio
Bob: some are in the patio
Alice: did Owen put them in the dining_room
Bob: he put them in the patio
Alice: did you leave the persimmons there
Bob: I left them in the lounge
Alice: did you go to the patio
Bob: I returned to the lounge
Alice: how many carrots are in the dining_room
Bob: four or five
Alice: are all of the cherries there
Bob: five cherries are in the dining_room
Alice: where are the cabbages
Bob: the cabbages are in the back_yard
Alice: did Owen place the cabbages there
Bob: he placed them there and walked to the patio
Alice: how many
Bob: there are at least one there
Alice: did Owen put the eggplants there
Bob: he put them in the lounge or the back_yard",does the woman know where the cherries are?,Yes,TRUE,Context,Quantifier change,Invarianat
"Alice: did Mia put the persimmons in the sunroom
Bob: I didn't see her
Alice: did she leave the broccoli in the sunroom
Bob: no, she didn't
Alice: what about Logan
Bob: no, he didn't
Alice: did you place it in the dining_room
Bob: I was in the pantry
Alice: how can I find Logan
Bob: I know he didn't went to the pantry
Alice: where was he
Bob: he was in the dining_room
Alice: where can I find the onion
Bob: Logan and I put it in the dining_room
Alice: did Mia leave the broccoli in the sunroom
Bob: she left it in the sunroom or the pantry
Alice: did she put the pears in the sunroom
Bob: she put them in the dining_room or the sunroom
Alice: did Logan put the peas there
Bob: he put them in the sunroom or the laundry",does the woman know where the onion is?,Yes,FALSE,None,-,-
"Alice: did Mia put the onion in the sunroom
Bob: I didn't see her
Alice: did she leave the broccoli in the sunroom
Bob: no, she didn't
Alice: what about Logan
Bob: no, he didn't
Alice: did you place it in the dining_room
Bob: I was in the pantry
Alice: how can I find Logan
Bob: I know he didn't went to the pantry
Alice: where was he
Bob: he was in the dining_room
Alice: where can I find the persimmons
Bob: Logan and I put it in the dining_room
Alice: did Mia leave the broccoli in the sunroom
Bob: she left it in the sunroom or the pantry
Alice: did she put the pears in the sunroom
Bob: she put them in the dining_room or the sunroom
Alice: did Logan put the peas there
Bob: he put them in the sunroom or the laundry",does the woman know where the onion is?,No,TRUE,Context,Variable Swap,Flip
"Alice: did Mia put the persimmons in the sunroom
Bob: I didn't see her
Alice: did she leave the broccoli in the sunroom
Bob: no, she didn't
Alice: what about Logan
Bob: no, he didn't
Alice: did you place it in the dining_room
Bob: I was in the pantry
Alice: how can I find Logan
Bob: I know he didn't went to the pantry
Alice: where was he
Bob: he was in the dining_room
Alice: where can I find the onion
Bob: Logan and I put it in the dining_room
Alice: did Mia leave the broccoli in the sunroom
Bob: she left it in the sunroom or the pantry
Alice: did she put the pears in the sunroom
Bob: she put them in the dining_room or the sunroom
Alice: did Logan put the peas there
Bob: he put them in the sunroom or the laundry",does the woman know where the peas is?,No,TRUE,Question,Variable Substitution ,Flip
"Alice: did Mia put the persimmons in the sunroom
Bob: I did see her
Alice: did she leave the broccoli in the sunroom
Bob: no, she didn't
Alice: what about Logan
Bob: no, he didn't
Alice: did you place it in the dining_room
Bob: I was in the pantry
Alice: how can I find Logan
Bob: I know he didn't went to the pantry
Alice: where was he
Bob: he was in the dining_room
Alice: where can I find the onion
Bob: Logan and I put it in the dining_room
Alice: did Mia leave the broccoli in the sunroom
Bob: she left it in the sunroom or the pantry
Alice: did she put the pears in the sunroom
Bob: she put them in the dining_room or the sunroom
Alice: did Logan put the peas there
Bob: he put them in the sunroom or the laundry",does the woman know where the onion is?,Yes,TRUE,Context,Negation,Invarianat
"Alice: did Mia put the persimmons in the sunroom
Bob: I didn't see her
Alice: did she leave the broccoli in the sunroom
Bob: no, she didn't
Alice: what about Logan
Bob: no, he didn't
Alice: did you place it in the dining_room
Bob: I was in the pantry
Alice: how can I find Logan
Bob: I know he didn't went to the pantry
Alice: where was he
Bob: he was in the dining_room
Alice: where can I find the onion
Bob: Logan and I put it in the dining_room
Alice: did Mia leave the broccoli in the sunroom
Bob: she left it in the sunroom or the pantry
Alice: did she put the pears in the sunroom
Bob: she put them in the laundry or the sunroom
Alice: did Logan put the peas there
Bob: he put them in the sunroom or the dining_room",does the woman know where the onion is?,Yes,TRUE,Context,Variable Swap,Invarianat
"Alice: where are the potatoes
Bob: they are in the crawlspace or the front_yard
Alice: where can I get the sweet potatoes
Bob: Carter and I left them in the crawlspace
Alice: how many are in the crawlspace
Bob: two or three
Alice: how can I find Isabella
Bob: she walked to the bathroom and the workshop
Alice: where can I find the pears
Bob: the pears are in the workshop
Alice: what about the grapefruits
Bob: there is a green bathtub in the front_yard
Alice: how about the strawberries
Bob: Isabella and I left the strawberries in the workshop
Alice: how many are in the workshop
Bob: four or five
Alice: how many pears are there
Bob: I have no idea
Alice: did you place them in the front_yard
Bob: no, I didn't",is the woman sure about how many are the sweet potatoes?,No,FALSE ,None,-,-
"Alice: where are the potatoes
Bob: they are in the crawlspace or the front_yard
Alice: where can I get the sweet potatoes
Bob: Carter and I left them in the crawlspace
Alice: how many are in the crawlspace
Bob: four or three
Alice: how can I find Isabella
Bob: she walked to the bathroom and the workshop
Alice: where can I find the pears
Bob: the pears are in the workshop
Alice: what about the grapefruits
Bob: there is a green bathtub in the front_yard
Alice: how about the strawberries
Bob: Isabella and I left the strawberries in the workshop
Alice: how many are in the workshop
Bob: four or five
Alice: how many pears are there
Bob: I have no idea
Alice: did you place them in the front_yard
Bob: no, I didn't",is the woman sure about how many are the sweet potatoes?,No,TRUE,Context,Quantity Change,Invarianat
"Alice: where are the potatoes
Bob: they are in the crawlspace or the front_yard
Alice: where can I get the sweet potatoes
Bob: Carter and I left them in the crawlspace
Alice: how many are in the crawlspace
Bob: two or three
Alice: how can I find Isabella
Bob: she walked to the bathroom and the workshop
Alice: where can I find the pears
Bob: the pears are in the workshop
Alice: what about the grapefruits
Bob: there is a green bathtub in the front_yard
Alice: how about the strawberries
Bob: Isabella and I left the strawberries in the workshop
Alice: how many are in the workshop
Bob: four or five
Alice: how many pears are there
Bob: I have no idea
Alice: did you place them in the front_yard
Bob: no, I didn't",is the woman sure about how many are the strawberries?,No,TRUE,Question,Variable Substitution ,Invarianat
"Alice: where are the potatoes
Bob: they are in the crawlspace or the bathroom
Alice: where can I get the sweet potatoes
Bob: Carter and I left them in the crawlspace
Alice: how many are in the crawlspace
Bob: two or three
Alice: how can I find Isabella
Bob: she walked to the front_yard and the workshop
Alice: where can I find the pears
Bob: the pears are in the workshop
Alice: what about the grapefruits
Bob: there is a green bathtub in the front_yard
Alice: how about the strawberries
Bob: Isabella and I left the strawberries in the workshop
Alice: how many are in the workshop
Bob: four or five
Alice: how many pears are there
Bob: I have no idea
Alice: did you place them in the front_yard
Bob: no, I didn't",is the woman sure about how many are the sweet potatoes?,No,TRUE,Context,Variable Swap,Invarianat
"Alice: did you leave the grapes in the den
Bob: I left them in the bedroom
Alice: did you put the sweet potato in the dining_room
Bob: no, I didn't
Alice: are some of the beans in the bedroom
Bob: two beans are in the bedroom
Alice: did you go to the basement
Bob: I journeyed to the den
Alice: how many pineapples are in the dining_room
Bob: there are four or five
Alice: did Avery put them there
Bob: she put them there and journeyed to the basement
Alice: did she leave the potato in the dining_room
Bob: no
Alice: did you place the radishes in the basement
Bob: no
Alice: did Oliver put the radishes there
Bob: no, he didn't
Alice: did you place the beans there
Bob: I placed them in the bedroom",is the woman sure about who put the grapes the bedroom?,Yes,FALSE,None,-,-
"Alice: did you leave the grapes in the den
Bob: I left them in the bedroom
Alice: did you put the sweet potato in the dining_room
Bob: no, I didn't
Alice: are some of the beans in the bedroom
Bob: two beans are in the bedroom
Alice: did you go to the basement
Bob: I journeyed to the den
Alice: how many pineapples are in the dining_room
Bob: there are four or five
Alice: did Avery put them there
Bob: she put them there and journeyed to the basement
Alice: did she leave the potato in the dining_room
Bob: no
Alice: did you place the radishes in the basement
Bob: no
Alice: did Oliver put the radishes there
Bob: no, he didn't
Alice: did you place the beans there
Bob: I placed them in the bedroom",is the woman sure about who put the beans the bedroom?,Yes,TRUE,Question,Variable Substitution,Invarianat
"Alice: did you leave the grapes in the den
Bob: I left them in the bedroom
Alice: did you put the sweet potato in the dining_room
Bob: no, I didn't
Alice: are some of the beans in the bedroom
Bob: two beans are in the bedroom
Alice: did you go to the basement
Bob: I journeyed to the den
Alice: how many pineapples are in the dining_room
Bob: there are four or five
Alice: did Avery put them there
Bob: she put them there and journeyed to the basement
Alice: did she leave the potato in the dining_room
Bob: Yes
Alice: did you place the radishes in the basement
Bob: no
Alice: did Oliver put the radishes there
Bob: no, he didn't
Alice: did you place the beans there
Bob: I placed them in the bedroom",is the woman sure about who put the grapes the bedroom?,Yes,TRUE,Context,Negation,Invarianat
