Seed Index,Local Context,Question,Answer,Perturbation?,Perturbation Target,Perturbation Category,Perturbation Effect,Utterance Index,Old Word,New Word
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the peas, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are some of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the strawberries, how many are left in the master_bedroom?
20: Bob: There are two or three peas left there.",Did Oliver place two oranges at front_yard?,notsure,TRUE,Context,Variable Swap: object,Not Possible,swapped between indexes 15 and 19,strawberries,peas
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the strawberries, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are some of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the peas, how many are left in the master_bedroom?
20: Bob: There are two or one peas left there.",Did Oliver place two oranges at front_yard?,notsure,TRUE,Context,Quantity Change sub for: object,Not Possible,20,three,one
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the strawberries, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are all of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the peas, how many are left in the master_bedroom?
20: Bob: There are two or three peas left there.",Did Oliver place two oranges at front_yard?,notsure,TRUE,Context,Quantifier Change,Possible,17,some,all
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the strawberries, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are some of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the peas, how many are left in the master_bedroom?
20: Bob: There are two and three peas left there.",Did Oliver place two oranges at front_yard?,notsure,TRUE,Context,Logical Connective Change,Possible,20,or,and
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the strawberries, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are some of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the peas, how many are left in the master_bedroom?
20: Bob: There are two or three peas left there.",Did Oliver place all the oranges at front_yard?,notsure,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the peas, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are some of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the peas, how many are left in the master_bedroom?
20: Bob: There are two or three peas left there.",Did Oliver place all the oranges at front_yard?,notsure,TRUE,Context,Variable Substitution: object,Not Possible,15,strawberries,peas
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the peas, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are some of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the strawberries, how many are left in the master_bedroom?
20: Bob: There are two or three peas left there.",Did Oliver place all the oranges at front_yard?,notsure,TRUE,Context,Variable Swap: object,Not Possible,swapped between indexes 15 and 19,strawberries,peas
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the strawberries, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are some of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the peas, how many are left in the master_bedroom?
20: Bob: There are two or one peas left there.",Did Oliver place all the oranges at front_yard?,notsure,TRUE,Context,Quantity Change sub for: object,Not Possible,20,three,one
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the strawberries, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are all of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the peas, how many are left in the master_bedroom?
20: Bob: There are two or three peas left there.",Did Oliver place all the oranges at front_yard?,notsure,TRUE,Context,Quantifier Change,Possible,17,some,all
30,"1: Alice: did Amelia put the radishes in the master_bedroom?
2: Bob: Yes, she placed them there earlier today.
3: Alice: How many radishes are in the master_bedroom?
4: Bob: There are around five radishes there.
5: Alice: Did Oliver put the oranges in the front_yard?
6: Bob: Yes, he left them there this morning.
7: Alice: Are all the oranges still there?
8: Bob: I believe so, no one has moved them since.
9: Alice: Were you there when Oliver put the oranges in the front_yard?
10: Bob: No, I wasn't there at that time.
11: Alice: Did Amelia travel anywhere after placing the radishes?
12: Bob: She went to the office after that.
13: Alice: And what about Oliver, did he go somewhere else?
14: Bob: Yes, after he left the oranges, he went to the hallway.
15: Alice: How about the strawberries, where are they now?
16: Bob: Amelia left them in the hallway.
17: Alice: Are some of the strawberries still in the hallway?
18: Bob: Yes, some are still there.
19: Alice: What about the peas, how many are left in the master_bedroom?
20: Bob: There are two and three peas left there.",Did Oliver place all the oranges at front_yard?,notsure,TRUE,Context,Logical Connective Change,Possible,20,or,and
